chr,start,end,gene_symbol,strand
chr6,7390061,7418270,RIOK1,+
chr6,7541807,7586950,DSP,+
chr6,7590431,7612200,SNRNP48,+
chr6,7726331,7881961,BMP6,+
chr6,7881746,7911047,TXNDC5,-
chr6,8013799,8064647,BLOC1S5,-
chr6,8073592,8102828,EEF1E1,-
chr6,8413299,8435800,SLC35B3,-
chr6,10396915,10419797,TFAP2A,-
chr6,10671650,10694839,C6orf52,-
chr6,10695187,10709972,PAK1IP1,+
chr6,10723147,10731362,TMEM14C,+
chr6,10747991,10760007,TMEM14B,+
chr6,10762955,10838788,MAK,-
chr6,10887063,10974542,SYCP2L,+
chr6,11094265,11138971,SMIM13,+
chr6,11102721,11112071,ERVFRD-1,-
chr6,11538459,11583757,TMEM170B,+
chr6,12012723,12165232,HIVEP1,+
chr6,13266773,13328815,TBC1D7-LOC100130357,-
chr6,13279526,13295818,LOC100130357,-
chr6,13305182,13328815,TBC1D7,-
chr6,13363586,13487869,GFOD1,-
chr6,13574760,13615390,SIRT5,+
chr6,13615558,13632702,NOL7,+
chr6,13786780,13814792,MCUR1,-
chr6,14117486,14137149,CD83,+
chr6,15246205,15522273,JARID2,+
chr6,15523031,15663289,DTNBP1,-
chr6,16129316,16148479,MYLIP,+
chr6,16299342,16761721,ATXN1,-
chr6,17393735,17558023,CAP2,+
chr6,17600517,17611950,FAM8A1,+
chr6,17615265,17707065,NUP153,-
chr6,18128541,18155400,TPMT,-
chr6,18155618,18224084,KDM1B,+
chr6,19837600,19842431,ID4,+
chr6,20402136,20493945,E2F3,+
chr6,20534687,21232635,CDKAL1,+
chr6,21593971,21598850,SOX4,+
chr6,24403135,24426422,MRS2,+
chr6,24495196,24537435,ALDH5A1,+
chr6,24650204,24667115,TDP2,-
chr6,24667262,24705297,ACOT13,+
chr6,24705088,24719403,C6orf62,-
chr6,24775158,24786327,GMNN,+
chr6,25962916,25987557,TRIM38,+
chr6,26158348,26171577,HIST1H2BD,+
chr6,26365386,26378548,BTN3A2,+
chr6,26383323,26395102,BTN2A2,+
chr6,26402464,26415444,BTN3A1,+
chr6,26440699,26453643,BTN3A3,+
chr6,26458131,26476849,BTN2A1,+
chr6,26538571,26547165,HMGN4,+
chr6,26597170,26600278,ABT1,+
chr6,26634610,26659980,ZNF322,-
chr6,27106071,27114637,HIST1H2BK,-
chr6,27215501,27224399,PRSS16,+
chr6,27276841,27280011,POM121L2,-
chr6,27342413,27371686,ZNF391,+
chr6,27418520,27440897,ZNF184,-
chr6,28048481,28057341,ZNF165,+
chr6,28092333,28097864,ZSCAN16,+
chr6,28109687,28127250,ZKSCAN8,+
chr6,28193028,28201265,ZSCAN9,+
chr6,28209482,28220074,ZKSCAN4,-
chr6,28234787,28246001,ZSCAN26,+
chr6,28249313,28270326,PGBD1,+
chr6,28292513,28324048,ZSCAN31,-
chr6,28317690,28336954,ZKSCAN3,+
chr6,28356726,28367544,ZSCAN12,-
chr6,28400431,28411279,ZSCAN23,-
chr6,30524485,30532473,PRR3,+
chr6,31236525,31239913,HLA-C,-
chr6,31497995,31510252,DDX39B,-
chr6,31588449,31605554,PRRC2A,+
chr6,31783290,31785719,HSPA1A,+
chr6,31802691,31807543,C6orf48,+
chr6,33378772,33384230,PHF1,+
chr6,33540322,33548070,BAK1,-
chr6,33664537,33679528,UQCC2,-
chr6,33738989,33756906,LEMD2,-
chr6,34204576,34214008,HMGA1,+
chr6,34254970,34393902,RPS10-NUDT3,-
chr6,34254970,34360457,NUDT3,-
chr6,34385230,34393902,RPS10,-
chr6,34555056,34664627,C6orf106,-
chr6,34724870,34741634,SNRPC,+
chr6,34759793,34845291,UHRF1BP1,+
chr6,34845554,34855848,TAF11,-
chr6,34857037,35059190,ANKS1A,+
chr6,35181838,35220856,SCUBE3,+
chr6,35227490,35263764,ZNF76,+
chr6,35265594,35289548,DEF6,+
chr6,35310334,35395968,PPARD,+
chr6,35420137,35434881,FANCE,+
chr6,35436177,35438558,RPL10A,+
chr6,35541361,35696360,FKBP5,-
chr6,35800810,35888957,SRPK1,-
chr6,35995453,36079013,MAPK14,+
chr6,36164549,36200567,BRPF3,+
chr6,36410543,36458920,KCTD20,+
chr6,36461658,36515293,STK38,-
chr6,36562089,36572244,SRSF3,+
chr6,36644236,36655116,CDKN1A,+
chr6,36765161,36807220,CPNE5,-
chr6,36822604,36842800,PPIL1,-
chr6,36839645,36896740,C6orf89,+
chr6,36935910,36954327,MTCH1,-
chr6,37185417,37225931,TMEM217,-
chr6,37225479,37300746,TBC1D22B,+
chr6,37321747,37362514,RNF8,+
chr6,37400906,37449284,CMTR1,+
chr6,37450695,37467700,CCDC167,-
chr6,37600283,37665766,MDGA1,-
chr6,37787306,38122400,ZFAND3,+
chr6,38643700,38670952,GLO1,-
chr6,39071838,39082962,SAYSD1,-
chr6,39156746,39197251,KCNK5,-
chr6,39872033,39902290,MOCS1,-
chr6,41020939,41032630,APOBEC2,+
chr6,41034526,41065526,OARD1,-
chr6,41040706,41070146,NFYA,+
chr6,41748499,41755110,PRICKLE4,+
chr6,41765382,41863099,USP49,-
chr6,41873090,41888885,MED20,-
chr6,41888964,41900784,BYSL,+
chr6,41902670,42016632,CCND3,-
chr6,42018250,42048644,TAF8,+
chr6,42151021,42162694,GUCA1B,-
chr6,42174538,42185633,MRPS10,-
chr6,42531759,42661243,UBR2,+
chr6,42714695,42836298,GLTSCR1L,+
chr6,42847353,42857634,RPL7L1,+
chr6,42896867,42931618,CNPY3-GNMT,+
chr6,42896867,42907025,CNPY3,+
chr6,42931610,42946981,PEX6,-
chr6,42952236,42980083,PPP2R5D,+
chr6,42979750,42984624,MEA1,-
chr6,42981840,42989036,KLHDC3,+
chr6,42989339,42997337,RRP36,+
chr6,43005354,43021683,CUL7,-
chr6,43021766,43027283,MRPL2,-
chr6,43027331,43042837,KLC4,+
chr6,43044005,43129458,PTK7,+
chr6,43139032,43149244,SRF,+
chr6,43149921,43192325,CUL9,+
chr6,43193366,43197211,DNPH1,-
chr6,43395291,43418163,ABCC10,+
chr6,43418089,43424370,DLK2,-
chr6,43445260,43474294,TJAP1,+
chr6,43474702,43478081,LRRC73,-
chr6,43479564,43484728,YIPF3,-
chr6,43484761,43497114,POLR1C,+
chr6,43490067,43543812,XPO5,-
chr6,43543877,43588260,POLH,+
chr6,43588217,43596983,GTPBP2,-
chr6,43597278,43608689,MAD2L1BP,+
chr6,43612766,43638748,RSPH9,+
chr6,43638933,43655549,MRPS18A,-
chr6,43737945,43754224,VEGFA,+
chr6,44081190,44095228,MRPL14,-
chr6,44094650,44123256,TMEM63B,+
chr6,44187241,44201888,SLC29A1,+
chr6,44213902,44221625,HSP90AB1,+
chr6,44225902,44233525,NFKBIE,-
chr6,44247896,44265458,TCTE1,-
chr6,44266462,44281063,AARS2,-
chr6,44355250,44418161,CDC5L,+
chr6,46126918,46138747,ENPP5,-
chr6,46620651,46645927,SLC25A27,+
chr6,47445524,47594999,CD2AP,+
chr6,49431095,49460820,CENPQ,+
chr6,52128811,52149679,MCM3,-
chr6,52226925,52272575,PAQR8,+
chr6,52284993,52360583,EFHC1,+
chr6,52362199,52441862,TRAM2,-
chr6,52842745,52860178,GSTA4,-
chr6,52866097,52926600,ICK,-
chr6,52929795,52965671,FBXO9,+
chr6,53132195,53213977,ELOVL5,-
chr6,53362138,53409927,GCLC,-
chr6,53659777,53788919,LRRC1,+
chr6,56911329,56920037,KIAA1586,+
chr6,56954827,57035098,ZNF451,+
chr6,57037103,57050013,BAG2,+
chr6,57051789,57087112,RAB23,-
chr6,57182414,57513376,PRIM2,+
chr6,64281916,64293493,PTP4A1,+
chr6,64345706,64425418,PHF3,+
chr6,71123106,71270877,FAM135A,+
chr6,71276624,71298606,SDHAF4,+
chr6,71377473,71571718,SMAP1,+
chr6,74171453,74211179,MTO1,+
chr6,74225472,74230755,EEF1A1,-
chr6,74303101,74363737,SLC17A5,-
chr6,75947390,75953644,COX7A2,-
chr6,75962637,75994632,TMEM30A,-
chr6,76311224,76428001,SENP6,+
chr6,79577260,79610683,IRAK1BP1,+
chr6,79644135,79788015,PHIP,-
chr6,79910961,79944455,HMGN3,-
chr6,80624528,80657315,ELOVL4,-
chr6,80714321,80752244,TTK,+
chr6,82455446,82462428,FAM46A,-
chr6,82879703,82957471,IBTK,-
chr6,83072922,83077134,TPBG,+
chr6,83602116,83775560,UBE3D,-
chr6,83777384,83878190,DOPEY1,+
chr6,83874591,83903655,PGM3,-
chr6,83903031,83908654,RWDD2A,+
chr6,84569369,84670146,CYB5R4,+
chr6,84833959,84937353,CEP162,-
chr6,85442213,85473954,TBX18,-
chr6,86215213,86303874,SNX14,-
chr6,86317501,86353043,SYNCRIP,-
chr6,87865268,87973406,ZNF292,+
chr6,88032305,88052046,SMIM8,+
chr6,88182642,88222057,SLC35A1,+
chr6,88223652,88299750,RARS2,-
chr6,88299784,88377172,ORC3,+
chr6,88384577,88411985,AKIRIN2,-
chr6,89319615,89673348,RNGTT,-
chr6,89790428,89794879,PNRC1,+
chr6,89855768,89875288,PM20D2,+
chr6,90036343,90062619,UBE2J1,-
chr6,90074334,90121995,RRAGD,-
chr6,90341942,90348474,LYRM2,-
chr6,90352493,90529513,MDN1,-
chr6,90539618,90584155,CASP8AP2,+
chr6,91223291,91297020,MAP3K7,-
chr6,93949737,94129300,EPHA7,-
chr6,96025372,96057328,MANEA,+
chr6,96969701,97003152,UFL1,+
chr6,97241997,97285353,GPR63,-
chr6,97337186,97345767,NDUFAF4,-
chr6,97590036,97731052,MMS22L,-
chr6,99282579,99286666,POU3F2,+
chr6,99321600,99395882,FBXL4,-
chr6,99719036,99798186,FAXC,-
chr6,99817347,99842082,COQ3,-
chr6,99845926,99873221,PNISR,-
chr6,99880181,99963365,USP45,-
chr6,99968869,99981061,TSTD3,+
chr6,99990262,100016690,CCNC,-
chr6,100956069,101329248,ASCC3,-
chr6,105175967,105307794,HACE1,-
chr6,105404922,105531207,LIN28B,+
chr6,105544696,105585049,BVES,-
chr6,105605774,105627858,POPDC3,-
chr6,106632350,106773695,ATG5,-
chr6,107018645,107078366,RTN4IP1,-
chr6,107077440,107116292,QRSL1,+
chr6,107349375,107372790,C6orf203,+
chr6,107473760,107780779,PDSS2,-
chr6,108188959,108279482,SEC63,-
chr6,108362612,108395941,OSTM1,-
chr6,108532420,108582464,SNX3,-
chr6,108616077,108846987,LACE1,+
chr6,108881025,109005971,FOXO3,+
chr6,109307639,109415708,SESN1,-
chr6,109416355,109485115,CEP57L1,+
chr6,109687716,109704015,CD164,-
chr6,109711417,109762374,PPIL6,-
chr6,109765264,109787171,MICAL1,-
chr6,110421021,110501207,WASF1,-
chr6,110501623,110553423,CDC40,+
chr6,110931180,111137088,CDK19,-
chr6,111135823,111216916,AMD1,+
chr6,111279762,111289091,GTF3C6,+
chr6,111303219,111349466,RPF2,+
chr6,111408780,111544608,SLC16A10,+
chr6,111580481,111590263,MFSD4B,+
chr6,111620233,111804918,REV3L,-
chr6,111876580,111927477,TRAF3IP2,-
chr6,111981534,112194655,FYN,-
chr6,112391859,112408751,TUBE1,-
chr6,112408673,112423993,FAM229B,+
chr6,112429133,112575917,LAMA4,-
chr6,114178513,114184652,MARCKS,+
chr6,114257319,114292359,HDAC2,-
chr6,116421998,116566853,NT5DC1,+
chr6,116571126,116575261,TSPYL4,-
chr6,116575314,116759454,DSE,+
chr6,116596021,116601280,TSPYL1,-
chr6,116892529,116914764,RWDD1,+
chr6,116937641,116954148,RSPH4A,+
chr6,116956780,116989973,ZUFSP,-
chr6,117002366,117063030,KPNA5,+
chr6,117586720,117594728,VGLL2,+
chr6,117803766,117891021,DCBLD1,+
chr6,117881431,117923705,GOPC,-
chr6,117996616,118031890,NUS1,+
chr6,118781934,118973020,CEP85L,-
chr6,119215240,119230336,ASF1A,+
chr6,119231761,119256327,MCM9,-
chr6,119498365,119670931,MAN1A1,-
chr6,121400639,121655646,TBC1D32,-
chr6,121756722,121770890,GJA1,+
chr6,122720695,122754264,HSF2,+
chr6,122764492,122793026,SERINC1,-
chr6,123110193,123130865,SMPDL3A,+
chr6,125283690,125413780,RNF217,+
chr6,125474874,125585553,TPD52L1,+
chr6,125596495,125623282,HDDC2,-
chr6,126070731,126082415,HEY2,+
chr6,126102306,126253176,NCOA7,+
chr6,126277860,126301390,HINT3,+
chr6,126307575,126360422,TRMT11,+
chr6,126660934,126670021,CENPW,+
chr6,127587826,127609707,RNF146,+
chr6,127609856,127664754,ECHDC1,-
chr6,127759550,127780535,KIAA0408,-
chr6,128289923,128841819,PTPRK,-
chr6,130339513,130462594,L3MBTL3,+
chr6,131148544,131158275,SMLR1,+
chr6,131160486,131384462,EPB41L2,-
chr6,131456825,131604675,AKAP7,+
chr6,131894343,131905472,ARG1,+
chr6,131895105,131949379,MED23,-
chr6,132129155,132216295,ENPP1,+
chr6,132269315,132272518,CTGF,-
chr6,132617193,132722673,MOXD1,-
chr6,132778662,132834611,STX7,-
chr6,133090506,133119747,SLC18B1,-
chr6,133135707,133138703,RPS12,+
chr6,133562494,133853258,EYA4,+
chr6,134273307,134308638,TBPL1,+
chr6,134308718,134373789,SLC2A12,-
chr6,134490383,134497070,SGK1,-
chr6,135238527,135271260,ALDH8A1,-
chr6,135281515,135376036,HBS1L,-
chr6,135605109,135818903,AHI1,-
chr6,136552167,136571473,MTFR2,-
chr6,136578000,136610989,BCLAF1,-
chr6,136663418,136871957,MAP7,-
chr6,136878186,137113656,MAP3K5,-
chr6,137143701,137235072,PEX7,+
chr6,137243378,137246798,SLC35D3,+
chr6,137518620,137540567,IFNGR1,-
chr6,138188324,138204451,TNFAIP3,+
chr6,138409641,138428660,PERP,-
chr6,138724667,138734582,HEBP2,+
chr6,138743179,138893668,NHSL1,-
chr6,139046347,139094816,GVQW2,-
chr6,139094656,139114456,CCDC28A,+
chr6,139117247,139225207,ECT2L,+
chr6,139225151,139309398,REPS1,-
chr6,139349818,139364439,ABRACL,+
chr6,139693391,139695787,CITED2,-
chr6,142468298,142542085,VTA1,+
chr6,143072603,143266338,HIVEP2,-
chr6,143380499,143661480,AIG1,+
chr6,143743968,143771841,ADAT2,-
chr6,143771917,143811753,PEX3,+
chr6,143815948,143833020,FUCA2,-
chr6,143999101,144152322,PHACTR2,+
chr6,144164409,144184949,LTV1,+
chr6,144185572,144259483,ZC2HC1B,+
chr6,144261436,144385736,PLAGL1,-
chr6,146119270,146135921,FBXO30,-
chr6,146205942,146285233,SHPRH,-
chr6,148663728,148873186,SASH1,+
chr6,149068270,149398126,UST,+
chr6,149639062,149732749,TAB2,+
chr6,149825630,149867238,PPIL4,-
chr6,149887527,149912067,GINM1,+
chr6,149916008,149969940,KATNA1,-
chr6,149979288,150039392,LATS1,-
chr6,150045450,150067708,NUP43,-
chr6,150070830,150132557,PCMT1,+
chr6,150139893,150185480,LRP11,-
chr6,150238013,150244288,RAET1G,-
chr6,150263073,150270371,ULBP2,+
chr6,150285109,150294849,ULBP1,+
chr6,150382181,150390283,ULBP3,-
chr6,150464187,150571528,PPP1R14C,+
chr6,151186814,151423023,MTHFD1L,+
chr6,151561133,151679694,AKAP12,+
chr6,151685249,151712835,ZBTB2,-
chr6,151725896,151773316,RMND1,-
chr6,151773392,151791236,ARMT1,+
chr6,153291653,153304754,FBXO5,-
chr6,153308500,153323950,MTRF1L,-
chr6,153332025,153452389,RGS17,-
chr6,154726432,154831753,CNKSR3,-
chr6,155054511,155155378,SCAF8,+
chr6,155577263,155635617,TFB1M,-
chr6,155585146,155597682,CLDN20,+
chr6,157098988,157531913,ARID1B,+
chr6,157710053,157745291,TMEM242,-
chr6,158402887,158520208,SYNJ2,+
chr6,158530535,158589312,SERAC1,-
chr6,158589378,158620376,GTF2H5,+
chr6,158733691,158932860,TULP4,+
chr6,159057505,159065818,DYNLT1,-
chr6,159084434,159185908,SYTL3,+
chr6,159186772,159240456,EZR,-
chr6,159393902,159421219,RSPH3,-
chr6,159459943,159466184,TAGAP,-
chr6,160100095,160183561,SOD2,-
chr6,160148029,160177351,WTAP,+
chr6,160182988,160200087,ACAT2,+
chr6,160199529,160210735,TCP1,-
chr6,160211477,160219461,MRPL18,+
chr6,160221280,160241736,PNLDC1,+
chr6,160390130,160532536,IGF2R,+
chr6,160542862,160579750,SLC22A1,+
chr6,161412758,161538417,MAP3K4,+
chr6,161551056,161695107,AGPAT4,-
chr6,165740775,166075588,PDE10A,-
chr6,166733215,166756094,SFT2D1,-
chr6,166778406,166796501,MPC1,-
chr6,166822851,167276039,RPS6KA2,-
chr6,167343003,167370077,RNASET2,-
chr6,167412804,167455906,FGFR1OP,+
chr6,168228314,168372700,AFDN,+
chr6,169857302,170102159,WDR27,-
chr6,170102207,170106454,C6orf120,+
chr6,170140209,170151679,TCTE3,-
chr6,170151717,170181680,ERMARD,+
chr6,170591293,170599697,DLL1,-
chr6,170599790,170716159,FAM120B,+
chr6,170844203,170862417,PSMB1,-
chr6,170863420,170881958,TBP,+
chr6,170884659,170893780,PDCD2,-
chr6_cox_hap2,393802,414796,TRIM27,-
chr6_cox_hap2,4380974,4393826,BRD2,+
chr6_cox_hap2,4725993,4729327,ZBTB22,-
chr6_mcf_hap5,1950031,1966940,PPP1R10,-
chr6_mcf_hap5,3087408,3110152,MSH5,+
chr6_mcf_hap5,4713621,4718055,RPS18,+
chr6_qbl_hap6,1980908,1986135,TUBB,+
chr6_qbl_hap6,3089162,3091686,HSPA1B,+
chr6_ssto_hap7,4839528,4857920,KIFC1,+
chr6_ssto_hap7,4902599,4905565,ZBTB9,+
chr7,588833,752844,PRKAR1B,-
chr7,766337,826116,DNAAF5,+
chr7,872141,914557,SUN1,+
chr7,916190,936071,GET4,+
chr7,1004485,1015235,COX19,-
chr7,1022834,1029276,CYP2W1,+
chr7,1036621,1177893,C7orf50,-
chr7,1084208,1098905,GPR146,+
chr7,1126442,1133451,GPER1,+
chr7,1192542,1199855,ZFAND2A,-
chr7,1272653,1276613,UNCX,+
chr7,1473994,1499109,MICALL2,-
chr7,1509912,1544018,INTS1,-
chr7,1606967,1609668,PSMG3,-
chr7,1855427,2272583,MAD1L1,-
chr7,2273925,2281833,MRM2,-
chr7,2281856,2290780,NUDT1,+
chr7,2291404,2354110,SNX8,-
chr7,2577443,2595392,BRAT1,-
chr7,2598605,2654368,IQCE,+
chr7,2767738,2854893,GNA12,-
chr7,4815261,4834026,AP5Z1,+
chr7,5085451,5112854,RBAK-RBAKDN,+
chr7,5085451,5109119,RBAK,+
chr7,5229834,5273486,WIPI2,+
chr7,5346420,5463177,TNRC18,-
chr7,5515427,5553429,FBXL18,-
chr7,5566778,5570232,ACTB,-
chr7,5632435,5646287,FSCN1,+
chr7,5659671,5821361,RNF216,-
chr7,5938340,5965605,CCZ1,+
chr7,5965776,6010314,RSPH10B,-
chr7,6010555,6048737,PMS2,-
chr7,6048881,6063465,AIMP2,+
chr7,6061877,6098860,EIF2AK1,-
chr7,6071006,6076183,ANKRD61,+
chr7,6144549,6201195,USP42,+
chr7,6201409,6312242,CYTH3,-
chr7,6369039,6388590,FAM220A,-
chr7,6414125,6443598,RAC1,+
chr7,6448746,6487643,DAGLB,-
chr7,6500711,6523849,KDELR2,-
chr7,6617064,6628610,ZDHHC4,+
chr7,6629651,6648357,C7orf26,+
chr7,6655526,6663921,ZNF853,+
chr7,6728063,6746566,ZNF12,-
chr7,6793739,6838396,RSPH10B2,+
chr7,6838565,6865926,CCZ1B,-
chr7,7222245,7288282,C1GALT1,+
chr7,8008373,8128710,GLCCI1,+
chr7,10971579,10979813,NDUFA4,-
chr7,11013498,11147376,PHF14,+
chr7,12250847,12276890,TMEM106B,+
chr7,12726451,12730559,ARL4A,+
chr7,16639400,16685442,ANKMY2,-
chr7,16685758,16746148,BZW2,+
chr7,17830384,17980131,SNX13,-
chr7,19155090,19157295,TWIST1,-
chr7,19735084,19748660,TWISTNB,-
chr7,20821893,20826508,SP8,-
chr7,21467651,21554440,SP4,+
chr7,21940516,21985542,CDCA7L,-
chr7,22852250,22862471,TOMM7,-
chr7,22980877,23053770,FAM126A,-
chr7,23145352,23215040,KLHL7,+
chr7,23221445,23240630,NUPL2,+
chr7,23338939,23349180,MALSU1,+
chr7,23349827,23509995,IGF2BP3,-
chr7,23544398,23571660,TRA2A,-
chr7,24612964,24733322,MPP6,+
chr7,24737973,24797639,DFNA5,-
chr7,24836155,25019831,OSBPL3,-
chr7,25158269,25164980,CYCS,-
chr7,25174315,25219817,C7orf31,-
chr7,26229555,26240413,HNRNPA2B1,-
chr7,26240830,26253227,CBX3,+
chr7,26332664,26413950,SNX10,+
chr7,26706680,26904362,SKAP2,-
chr7,27132611,27135625,HOXA1,-
chr7,27139972,27142394,HOXA2,-
chr7,27145808,27166639,HOXA3,-
chr7,27168125,27170399,HOXA4,-
chr7,27180670,27183287,HOXA5,-
chr7,27185201,27187393,HOXA6,-
chr7,27193334,27196296,HOXA7,-
chr7,27202056,27205149,HOXA9,-
chr7,27210209,27213955,HOXA10,-
chr7,27220775,27224835,HOXA11,-
chr7,27565058,27702620,HIBADH,-
chr7,27778991,27869386,TAX1BP1,+
chr7,28452143,28865511,CREB5,+
chr7,29034846,29235067,CPVL,-
chr7,29959718,30029425,SCRN1,-
chr7,30050198,30066417,FKBP14,-
chr7,30067976,30157961,PLEKHA8,+
chr7,30174551,30202381,MTURN,+
chr7,30323922,30407308,ZNRF2,+
chr7,30464142,30518393,NOD1,-
chr7,30536236,30544457,GGCT,-
chr7,30634350,30673649,GARS,+
chr7,30811032,30932002,FAM188B,+
chr7,32524944,32534870,LSM5,-
chr7,32535037,32628353,AVL9,+
chr7,32997015,33046543,FKBP9,+
chr7,33053724,33102409,NT5C3A,-
chr7,35242041,35293711,TBX20,-
chr7,35672268,35734772,HERPUD2,-
chr7,35840595,35946715,43715,+
chr7,36363758,36429734,KIAA0895,-
chr7,36429411,36493400,ANLN,+
chr7,38217807,38270272,STARD3NL,+
chr7,38763542,38948800,VPS41,-
chr7,39605974,39651688,YAE1D1,+
chr7,39663151,39747723,RALA,+
chr7,39989958,40136733,CDK13,+
chr7,42000546,42276618,GLI3,-
chr7,42948871,42951689,C7orf25,-
chr7,42956459,42971805,PSMA2,-
chr7,42971938,42977456,MRPL32,+
chr7,43622691,43666978,STK17A,+
chr7,43678845,43769140,COA1,-
chr7,43798271,43846941,BLVRA,+
chr7,43906156,43909145,MRPS24,-
chr7,43915492,43966010,URGCP,-
chr7,43966034,43995735,UBE2D4,+
chr7,44084238,44101315,DBNL,+
chr7,44102325,44105186,PGAM2,-
chr7,44111660,44122139,POLM,-
chr7,44154278,44163169,POLD2,-
chr7,44240577,44253893,YKT6,+
chr7,44421964,44530385,NUDCD3,-
chr7,44605015,44614137,DDX56,-
chr7,44617492,44621894,TMED4,-
chr7,44646120,44748669,OGDH,+
chr7,44795786,44809480,ZMIZ2,+
chr7,44836234,44842722,PPIA,+
chr7,44866487,44887725,H2AFV,-
chr7,45002259,45018704,MYO1G,-
chr7,45139698,45151346,TBRG4,-
chr7,48002884,48019222,HUS1,-
chr7,48128199,48148330,UPP1,+
chr7,50505017,50518104,FIGNL1,-
chr7,50657759,50800050,GRB10,-
chr7,54819939,54826939,SEC61G,-
chr7,55433140,55501435,LANCL2,+
chr7,55538300,55639855,VOPP1,-
chr7,55954969,56009918,ZNF713,+
chr7,56019610,56023034,MRPS17,+
chr7,56078743,56119268,PSPH,-
chr7,56119377,56131682,CCT6A,+
chr7,56131916,56148365,SUMF2,+
chr7,56147975,56160689,PHKG1,-
chr7,56169254,56174323,CHCHD2,-
chr7,63774250,63817012,ZNF736,+
chr7,63980254,64023505,ZNF680,-
chr7,64126460,64171960,ZNF107,+
chr7,64254765,64294059,ZNF138,+
chr7,64363619,64391955,ZNF273,+
chr7,64434829,64467124,ERV3-1-ZNF117,-
chr7,64450732,64467124,ERV3-1,-
chr7,64838711,64866048,ZNF92,+
chr7,65338085,65424550,VKORC1L1,+
chr7,65425670,65447301,GUSB,-
chr7,65540775,65558330,ASL,+
chr7,65579804,65619555,CRCP,+
chr7,65670258,65825438,TPST1,+
chr7,66093867,66108216,KCTD7,+
chr7,66147077,66276451,RABGEF1,+
chr7,66386202,66423538,TMEM248,+
chr7,66452689,66460588,SBDS,-
chr7,66461791,66704507,TYW1,+
chr7,69063904,70258054,AUTS2,+
chr7,72039491,72298813,TYW1B,-
chr7,72349905,72421979,POM121,+
chr7,72430015,72439997,TRIM74,-
chr7,72716512,72722864,NSUN5,-
chr7,72726531,72742085,TRIM50,-
chr7,72848108,72850450,FZD9,+
chr7,72854727,72936615,BAZ1B,-
chr7,72950682,72972065,BCL7B,-
chr7,72983273,72993013,TBL2,-
chr7,73007523,73038870,MLXIPL,-
chr7,73095247,73097781,DNAJC30,-
chr7,73097897,73112551,WBSCR22,+
chr7,73150423,73153197,ABHD11,-
chr7,73248919,73256855,WBSCR27,-
chr7,73507485,73536855,LIMK1,+
chr7,73588705,73611429,EIF4H,+
chr7,73645831,73668788,RFC2,-
chr7,73868119,74016931,GTF2IRD1,+
chr7,74071990,74175022,GTF2I,+
chr7,74210482,74267872,GTF2IRD2,-
chr7,74441222,74489717,RCC1L,-
chr7,74508346,74565623,GTF2IRD2B,+
chr7,75024902,75034896,TRIM73,+
chr7,75046059,75115565,POM121C,-
chr7,75122946,75133628,SPDYE5,+
chr7,75162618,75368290,HIP1,-
chr7,75508309,75518244,RHBDD2,+
chr7,75544419,75616173,POR,+
chr7,75616154,75623992,TMEM120A,-
chr7,75625654,75677321,STYXL1,-
chr7,75677336,75696826,MDH2,+
chr7,75956107,75988342,YWHAG,-
chr7,76090971,76135312,DTX2,+
chr7,76139658,76145838,UPK3B,+
chr7,76239302,76256620,POMZP3,-
chr7,77166772,77269388,PTPN12,+
chr7,77325742,77409120,RSBN1L,+
chr7,77423044,77427747,TMEM60,-
chr7,77428108,77586821,PHTF2,+
chr7,79764139,79848725,GNAI1,+
chr7,86781676,86825648,DMTF1,+
chr7,86825477,86849903,TMEM243,-
chr7,87463813,87505692,SLC25A40,-
chr7,87505543,87538856,DBF4,+
chr7,87834431,87849399,SRI,-
chr7,89843133,89866992,STEAP2,+
chr7,89975978,90020769,GTPBP10,+
chr7,90032647,90045268,CLDN12,+
chr7,90893782,90898132,FZD1,+
chr7,91502189,91510034,MTERF1,-
chr7,91570188,91739987,AKAP9,+
chr7,91741462,91764059,CYP51A1,-
chr7,91828282,91875414,KRIT1,-
chr7,91875547,92030698,ANKIB1,+
chr7,92076761,92089381,GATAD1,+
chr7,92116336,92157845,PEX1,-
chr7,92158086,92169795,RBM48,+
chr7,92190071,92219708,FAM133B,-
chr7,92234234,92465941,CDK6,-
chr7,92861652,92990435,VPS50,+
chr7,93622553,93633694,BET1,-
chr7,94139169,94186331,CASD1,+
chr7,95034173,95064384,PON2,-
chr7,95749531,95951459,SLC25A13,-
chr7,96318078,96339203,SEM1,-
chr7,96635289,96640352,DLX6,+
chr7,96649701,96654143,DLX5,-
chr7,96745904,96811075,SDHAF3,+
chr7,97481428,97501854,ASNS,-
chr7,97736196,97838945,LMTK2,+
chr7,97844754,97881563,TECPR1,-
chr7,97920961,98030427,BAIAP2L1,-
chr7,98246596,98259181,NPTX2,+
chr7,98476112,98610866,TRRAP,+
chr7,98625057,98741743,SMURF1,-
chr7,98923495,98963885,ARPC1A,+
chr7,98992295,99006305,PDAP1,-
chr7,99006600,99017239,BUD31,+
chr7,99014361,99063824,ATP5J2-PTCD1,-
chr7,99014361,99036462,PTCD1,-
chr7,99036562,99055000,CPSF4,+
chr7,99055783,99063824,ATP5J2,-
chr7,99070514,99085217,ZNF789,+
chr7,99084141,99097931,ZNF394,-
chr7,99102266,99131445,ZKSCAN5,+
chr7,99143922,99149757,FAM200A,-
